iteration,current_block_count,candidate_removed_block,J_before,J_after,delta,mean_IoU_before,mean_IoU_after,median_before,median_after,p10_before,p10_after,min_before,min_after
0,21,0,0.2589442166839475,0.25909445130441666,0.00015023462046914737,0.28892394447049335,0.2887811213839973,0.2518731562454477,0.2520781839198689,0.20605582154935567,0.20673737852980323,0.1832843457922988,0.18377685666840568
1,20,20,0.25909445130441666,0.2592068011598656,0.00011234985544894549,0.2887811213839973,0.28922500132313955,0.2520781839198689,0.2509198909841395,0.20673737852980323,0.2074573110090438,0.18377685666840568,0.18415256574023534
2,19,3,0.2592068011598656,0.2592068011598656,0.0,0.28922500132313955,0.28922500132313955,0.2509198909841395,0.2509198909841395,0.2074573110090438,0.2074573110090438,0.18415256574023534,0.18415256574023534
