image_id,image_name,intersection,union,IoU,precision,recall,split
387,frame_0387.png,383457,1760256,0.21784160940226877,0.4767616359669027,0.286286282549585,discovery
388,frame_0388.png,403553,1810294,0.22292124925564577,0.7755608384566156,0.238293839422265,discovery
390,frame_0390.png,389027,1735535,0.22415393524187066,0.5008381053412158,0.28863638049873497,discovery
391,frame_0391.png,388899,1678816,0.23165075862989154,0.4032201708065357,0.35250881047685345,discovery
392,frame_0392.png,943701,1599685,0.5899292673245045,0.9218683908983543,0.6209772567402972,discovery
394,frame_0394.png,368860,1804931,0.20436238282793082,0.49864072210033106,0.25721378463941535,discovery
395,frame_0395.png,528646,1725447,0.3063820563598882,0.5867507536305234,0.39068642050489205,discovery
396,frame_0396.png,433375,1786116,0.24263541673665093,0.514537044292631,0.314671706738676,discovery
398,frame_0398.png,527522,2097722,0.25147374151579666,0.4157589313510144,0.3889055585003837,discovery
399,frame_0399.png,362686,1837016,0.1974321399486994,0.4245312944431894,0.269578654671056,discovery
400,frame_0400.png,391126,1827799,0.213987424218965,0.45374245939675173,0.2882443760708956,discovery
